id,kk_id,nik,nama_lengkap,tempat_lahir,tgl_lahir,jenis_kelamin,gol_darah,agama,status_kawin,shdk,pendidikan,pekerjaan,nama_ayah,nama_ibu,status_dasar,catatan
penduduk-248,kk-46,32010140280248,Tono Sari,Bogor,2015-07-22,LAKI-LAKI,O,BUDDHA,CERAI HIDUP,SUAMI,SMA / SEDERAJAT,Karyawan Swasta,Ayah Tono,Ibu Tono,HIDUP,
penduduk-249,kk-47,32010180730249,Budi Indrawati,Bogor,2000-03-10,LAKI-LAKI,-,HINDU,KAWIN,KEPALA KELUARGA,S2,Guru,,,HIDUP,
penduduk-250,kk-47,32010198130250,Budi Wulandari,Bogor,1995-11-04,PEREMPUAN,-,BUDDHA,KAWIN,FAMILI LAIN,D4 / S1,Guru,Ayah Budi,Ibu Budi,HIDUP,
penduduk-251,kk-47,32010173180251,Putri Kurniawan,Bogor,1994-10-06,PEREMPUAN,A,BUDDHA,KAWIN,SUAMI,S3,Pedagang,Ayah Putri,Ibu Putri,HIDUP,
penduduk-252,kk-47,32010174800252,Gunawan Indrawati,Bogor,1983-11-28,PEREMPUAN,B,ISLAM,CERAI MATI,MENANTU,S2,Petani,Ayah Gunawan,Ibu Gunawan,HIDUP,
penduduk-253,kk-47,32010131080253,Eko Sari,Bogor,2019-05-15,LAKI-LAKI,O,HINDU,CERAI HIDUP,MENANTU,D1 / D2 / D3,Guru,Ayah Eko,Ibu Eko,HIDUP,
penduduk-254,kk-48,32010156950254,Tono Sari,Bogor,1965-09-21,LAKI-LAKI,O,KRISTEN,KAWIN,KEPALA KELUARGA,S2,Dokter,,,PINDAH,
penduduk-255,kk-48,32010108180255,Eko Sari,Bogor,1967-04-22,LAKI-LAKI,A,KATOLIK,KAWIN,MENANTU,SD / SEDERAJAT,Guru,Ayah Eko,Ibu Eko,HIDUP,
penduduk-256,kk-48,32010188760256,Fitri Wulandari,Bogor,2013-08-27,PEREMPUAN,A,ISLAM,CERAI MATI,MERTUA,SD / SEDERAJAT,Pedagang,Ayah Fitri,Ibu Fitri,PINDAH,
penduduk-257,kk-48,32010160490257,Siti Hidayat,Bogor,1974-02-05,LAKI-LAKI,A,ISLAM,KAWIN,KEPALA KELUARGA,SMA / SEDERAJAT,Wiraswasta,Ayah Siti,Ibu Siti,HIDUP,
penduduk-258,kk-48,32010195390258,Hani Hidayat,Bogor,1979-06-08,LAKI-LAKI,A,KONGHUCU,CERAI HIDUP,ANAK,SMA / SEDERAJAT,Perawat,Ayah Hani,Ibu Hani,PINDAH,
penduduk-259,kk-48,32010105780259,Ahmad Lestari,Bogor,1996-04-13,LAKI-LAKI,AB,HINDU,CERAI HIDUP,CUCU,D1 / D2 / D3,PNS,Ayah Ahmad,Ibu Ahmad,HIDUP,
penduduk-260,kk-48,32010185630260,Gunawan Rahayu,Bogor,1961-01-28,PEREMPUAN,AB,KATOLIK,CERAI HIDUP,CUCU,TIDAK / BELUM SEKOLAH,Perawat,Ayah Gunawan,Ibu Gunawan,PINDAH,
penduduk-261,kk-49,32010135020261,Hani Wulandari,Bogor,1952-07-07,LAKI-LAKI,O,HINDU,KAWIN,KEPALA KELUARGA,S3,Wiraswasta,,,MATI,
penduduk-262,kk-49,32010103640262,Omar Sari,Bogor,1975-07-07,PEREMPUAN,A,BUDDHA,CERAI HIDUP,FAMILI LAIN,S2,Perawat,Ayah Omar,Ibu Omar,HIDUP,
penduduk-263,kk-49,32010128020263,Nur Prasetyo,Bogor,1997-07-21,PEREMPUAN,O,ISLAM,CERAI MATI,MERTUA,SD / SEDERAJAT,Tidak Bekerja,Ayah Nur,Ibu Nur,HIDUP,
penduduk-264,kk-49,32010124530264,Hani Lestari,Bogor,1950-09-06,PEREMPUAN,B,KRISTEN,CERAI HIDUP,ANAK,D4 / S1,Dokter,Ayah Hani,Ibu Hani,HIDUP,
penduduk-265,kk-49,32010143440265,Hani Hidayat,Bogor,2000-09-14,PEREMPUAN,B,KATOLIK,CERAI MATI,MERTUA,TIDAK / BELUM SEKOLAH,Karyawan Swasta,Ayah Hani,Ibu Hani,HIDUP,
penduduk-266,kk-49,32010111950266,Budi Hidayati,Bogor,1947-11-23,PEREMPUAN,-,BUDDHA,CERAI MATI,SUAMI,D4 / S1,Perawat,Ayah Budi,Ibu Budi,HIDUP,
penduduk-267,kk-50,32010123350267,Dewi Kurniawan,Bogor,1952-09-11,LAKI-LAKI,AB,KONGHUCU,KAWIN,KEPALA KELUARGA,BELUM TAMAT SD,Karyawan Swasta,,,PINDAH,
penduduk-268,kk-50,32010165780268,Nur Purnomo,Bogor,1957-04-19,LAKI-LAKI,A,ISLAM,CERAI MATI,ANAK,TIDAK / BELUM SEKOLAH,Tidak Bekerja,Ayah Nur,Ibu Nur,HIDUP,
penduduk-269,kk-50,32010186430269,Joko Setiawan,Bogor,2023-01-13,LAKI-LAKI,AB,BUDDHA,BELUM KAWIN,ORANG TUA,S2,Buruh,Ayah Joko,Ibu Joko,HIDUP,
penduduk-270,kk-50,32010193570270,Sari Setiawan,Bogor,1946-05-23,LAKI-LAKI,O,KONGHUCU,CERAI HIDUP,KEPALA KELUARGA,TIDAK / BELUM SEKOLAH,Pedagang,Ayah Sari,Ibu Sari,MATI,
penduduk-271,kk-50,32010120900271,Lukman Wibowo,Bogor,2021-11-01,PEREMPUAN,AB,KATOLIK,BELUM KAWIN,FAMILI LAIN,BELUM TAMAT SD,Dokter,Ayah Lukman,Ibu Lukman,MATI,
penduduk-272,kk-50,32010175660272,Putri Wulandari,Bogor,1947-07-08,LAKI-LAKI,AB,KATOLIK,BELUM KAWIN,MENANTU,SMA / SEDERAJAT,Petani,Ayah Putri,Ibu Putri,MATI,
penduduk-273,kk-50,32010128180273,Ahmad Rahayu,Bogor,2018-09-01,PEREMPUAN,AB,KATOLIK,KAWIN,FAMILI LAIN,D1 / D2 / D3,Dokter,Ayah Ahmad,Ibu Ahmad,HIDUP,
penduduk-274,kk-51,32010154960274,Kartika Sari,Bogor,1973-06-05,LAKI-LAKI,-,KRISTEN,KAWIN,KEPALA KELUARGA,SD / SEDERAJAT,Karyawan Swasta,,,PINDAH,
penduduk-275,kk-51,32010191450275,Sari Sari,Bogor,2007-04-02,PEREMPUAN,A,BUDDHA,KAWIN,FAMILI LAIN,SMA / SEDERAJAT,Buruh,Ayah Sari,Ibu Sari,HIDUP,
penduduk-276,kk-51,32010115830276,Indra Lestari,Bogor,1961-10-21,LAKI-LAKI,O,KATOLIK,CERAI HIDUP,SUAMI,D4 / S1,PNS,Ayah Indra,Ibu Indra,MATI,
penduduk-277,kk-52,32010142770277,Budi Santoso,Bogor,1985-02-12,LAKI-LAKI,O,HINDU,KAWIN,KEPALA KELUARGA,D4 / S1,Perawat,,,HIDUP,
penduduk-278,kk-52,32010192110278,Siti Sari,Bogor,1951-09-03,LAKI-LAKI,O,ISLAM,CERAI HIDUP,MENANTU,D1 / D2 / D3,Guru,Ayah Siti,Ibu Siti,HIDUP,
penduduk-279,kk-52,32010117550279,Omar Wijaya,Bogor,1988-06-01,PEREMPUAN,B,BUDDHA,CERAI MATI,ISTRI,D1 / D2 / D3,Pedagang,Ayah Omar,Ibu Omar,HIDUP,
penduduk-280,kk-52,32010164820280,Fitri Purnomo,Bogor,2006-11-25,PEREMPUAN,O,ISLAM,KAWIN,FAMILI LAIN,D1 / D2 / D3,Guru,Ayah Fitri,Ibu Fitri,HIDUP,
penduduk-281,kk-52,32010103450281,Indra Wibowo,Bogor,1978-07-16,PEREMPUAN,A,KRISTEN,CERAI HIDUP,MENANTU,D4 / S1,Tidak Bekerja,Ayah Indra,Ibu Indra,MATI,
penduduk-282,kk-52,32010187910282,Rudi Sari,Bogor,1945-10-21,PEREMPUAN,AB,KATOLIK,KAWIN,FAMILI LAIN,S2,Karyawan Swasta,Ayah Rudi,Ibu Rudi,MATI,
penduduk-283,kk-53,32010128330283,Fitri Sari,Bogor,1962-06-11,LAKI-LAKI,-,HINDU,KAWIN,KEPALA KELUARGA,BELUM TAMAT SD,Pelajar/Mahasiswa,,,HIDUP,
penduduk-284,kk-53,32010137350284,Ahmad Saputra,Bogor,1949-12-17,PEREMPUAN,B,KRISTEN,BELUM KAWIN,FAMILI LAIN,BELUM TAMAT SD,Pedagang,Ayah Ahmad,Ibu Ahmad,HIDUP,
penduduk-285,kk-53,32010177760285,Joko Sari,Bogor,1947-11-12,LAKI-LAKI,A,KRISTEN,CERAI HIDUP,FAMILI LAIN,S3,Guru,Ayah Joko,Ibu Joko,HIDUP,
penduduk-286,kk-53,32010192490286,Maya Sari,Bogor,1946-10-26,PEREMPUAN,O,HINDU,BELUM KAWIN,ORANG TUA,SD / SEDERAJAT,Pelajar/Mahasiswa,Ayah Maya,Ibu Maya,MATI,
penduduk-287,kk-53,32010121280287,Hani Prasetyo,Bogor,1952-07-22,LAKI-LAKI,AB,KONGHUCU,CERAI MATI,KEPALA KELUARGA,SMA / SEDERAJAT,Wiraswasta,Ayah Hani,Ibu Hani,PINDAH,
penduduk-288,kk-54,32010100890288,Eko Wijaya,Bogor,1993-04-16,LAKI-LAKI,-,ISLAM,KAWIN,KEPALA KELUARGA,SMP / SEDERAJAT,Tidak Bekerja,,,MATI,
penduduk-289,kk-54,32010169820289,Omar Wibowo,Bogor,2018-07-25,LAKI-LAKI,-,KRISTEN,CERAI MATI,ORANG TUA,SMA / SEDERAJAT,Guru,Ayah Omar,Ibu Omar,HIDUP,
penduduk-290,kk-54,32010149600290,Tono Sari,Bogor,1997-01-13,PEREMPUAN,AB,BUDDHA,BELUM KAWIN,SUAMI,TIDAK / BELUM SEKOLAH,Guru,Ayah Tono,Ibu Tono,HIDUP,
penduduk-291,kk-54,32010149270291,Lukman Wijaya,Bogor,2005-04-19,LAKI-LAKI,A,KONGHUCU,CERAI MATI,FAMILI LAIN,BELUM TAMAT SD,Pelajar/Mahasiswa,Ayah Lukman,Ibu Lukman,HIDUP,
penduduk-292,kk-55,32010152930292,Eko Wulandari,Bogor,1973-09-05,LAKI-LAKI,A,BUDDHA,KAWIN,KEPALA KELUARGA,SMP / SEDERAJAT,Dokter,,,MATI,
penduduk-293,kk-55,32010124180293,Putri Saputra,Bogor,2015-02-16,LAKI-LAKI,A,KONGHUCU,KAWIN,CUCU,D1 / D2 / D3,Tidak Bekerja,Ayah Putri,Ibu Putri,HIDUP,
penduduk-294,kk-55,32010134420294,Siti Purnomo,Bogor,1998-04-18,PEREMPUAN,B,ISLAM,CERAI HIDUP,CUCU,SD / SEDERAJAT,Dokter,Ayah Siti,Ibu Siti,MATI,
penduduk-295,kk-55,32010124180295,Sari Prasetyo,Bogor,1960-12-27,PEREMPUAN,AB,KONGHUCU,CERAI MATI,KEPALA KELUARGA,TIDAK / BELUM SEKOLAH,Pedagang,Ayah Sari,Ibu Sari,MATI,
penduduk-296,kk-56,32010167160296,Fitri Prasetyo,Bogor,2010-07-16,LAKI-LAKI,AB,KONGHUCU,KAWIN,KEPALA KELUARGA,D1 / D2 / D3,Pelajar/Mahasiswa,,,HIDUP,
penduduk-297,kk-56,32010119510297,Omar Purnomo,Bogor,1981-08-04,LAKI-LAKI,AB,ISLAM,CERAI MATI,MERTUA,SD / SEDERAJAT,Pedagang,Ayah Omar,Ibu Omar,HIDUP,
penduduk-298,kk-56,32010149880298,Rudi Sari,Bogor,1999-11-24,LAKI-LAKI,AB,KONGHUCU,CERAI HIDUP,MENANTU,S3,Tidak Bekerja,Ayah Rudi,Ibu Rudi,PINDAH,
penduduk-299,kk-56,32010137810299,Umi Wulandari,Bogor,1947-10-17,LAKI-LAKI,-,ISLAM,KAWIN,ANAK,BELUM TAMAT SD,Wiraswasta,Ayah Umi,Ibu Umi,MATI,
penduduk-300,kk-56,32010157630300,Lukman Sari,Bogor,1979-02-23,LAKI-LAKI,A,BUDDHA,CERAI HIDUP,ORANG TUA,D1 / D2 / D3,Pelajar/Mahasiswa,Ayah Lukman,Ibu Lukman,PINDAH,
penduduk-301,kk-57,32010184920301,Indra Wulandari,Bogor,2020-05-24,LAKI-LAKI,O,KRISTEN,KAWIN,KEPALA KELUARGA,S2,Petani,,,MATI,
penduduk-302,kk-57,32010147400302,Rudi Sari,Bogor,1976-10-19,LAKI-LAKI,AB,ISLAM,BELUM KAWIN,SUAMI,S2,Karyawan Swasta,Ayah Rudi,Ibu Rudi,MATI,
penduduk-303,kk-57,32010162650303,Hani Wulandari,Bogor,1987-12-01,LAKI-LAKI,A,KRISTEN,CERAI HIDUP,ORANG TUA,SD / SEDERAJAT,Buruh,Ayah Hani,Ibu Hani,HIDUP,
penduduk-304,kk-58,32010192590304,Rudi Wibowo,Bogor,1964-09-12,LAKI-LAKI,B,ISLAM,KAWIN,KEPALA KELUARGA,SMP / SEDERAJAT,Karyawan Swasta,,,HIDUP,
penduduk-305,kk-58,32010122130305,Joko Sari,Bogor,1992-10-26,LAKI-LAKI,-,KATOLIK,BELUM KAWIN,ORANG TUA,D1 / D2 / D3,Wiraswasta,Ayah Joko,Ibu Joko,HIDUP,
penduduk-306,kk-58,32010113550306,Ahmad Wijaya,Bogor,1955-02-28,PEREMPUAN,AB,HINDU,BELUM KAWIN,ANAK,SD / SEDERAJAT,Guru,Ayah Ahmad,Ibu Ahmad,HIDUP,
penduduk-307,kk-59,32010150430307,Hani Lestari,Bogor,1948-03-23,LAKI-LAKI,O,KATOLIK,KAWIN,KEPALA KELUARGA,SD / SEDERAJAT,Pedagang,,,HIDUP,
penduduk-308,kk-59,32010118380308,Rudi Sari,Bogor,2020-08-16,PEREMPUAN,O,BUDDHA,BELUM KAWIN,CUCU,D1 / D2 / D3,Pedagang,Ayah Rudi,Ibu Rudi,HIDUP,
penduduk-309,kk-59,32010182580309,Lukman Saputra,Bogor,2018-11-16,LAKI-LAKI,-,KRISTEN,CERAI HIDUP,MERTUA,D1 / D2 / D3,Karyawan Swasta,Ayah Lukman,Ibu Lukman,HIDUP,
penduduk-310,kk-59,32010179710310,Tono Kurniawan,Bogor,1950-11-27,LAKI-LAKI,AB,ISLAM,CERAI MATI,MERTUA,D1 / D2 / D3,Wiraswasta,Ayah Tono,Ibu Tono,MATI,
penduduk-311,kk-59,32010157710311,Omar Hidayati,Bogor,1984-01-04,PEREMPUAN,O,HINDU,CERAI HIDUP,MENANTU,D4 / S1,PNS,Ayah Omar,Ibu Omar,HIDUP,
penduduk-312,kk-60,32010132270312,Hani Wulandari,Bogor,1976-03-13,LAKI-LAKI,AB,BUDDHA,KAWIN,KEPALA KELUARGA,S2,Perawat,,,HIDUP,
penduduk-313,kk-60,32010106170313,Siti Saputra,Bogor,2004-07-15,LAKI-LAKI,-,KONGHUCU,CERAI HIDUP,ANAK,BELUM TAMAT SD,Pedagang,Ayah Siti,Ibu Siti,HIDUP,
penduduk-314,kk-60,32010195370314,Ahmad Purnomo,Bogor,1998-02-12,LAKI-LAKI,AB,HINDU,CERAI HIDUP,ORANG TUA,D4 / S1,Guru,Ayah Ahmad,Ibu Ahmad,HIDUP,
penduduk-315,kk-60,32010156320315,Kartika Purnomo,Bogor,1958-12-19,LAKI-LAKI,A,KRISTEN,CERAI MATI,MERTUA,SD / SEDERAJAT,Pelajar/Mahasiswa,Ayah Kartika,Ibu Kartika,PINDAH,
penduduk-316,kk-60,32010153270316,Sari Wijaya,Bogor,1973-03-27,LAKI-LAKI,AB,KONGHUCU,CERAI MATI,MENANTU,D4 / S1,Buruh,Ayah Sari,Ibu Sari,HIDUP,
penduduk-317,kk-60,32010194730317,Dewi Hidayati,Bogor,1999-06-06,PEREMPUAN,A,KATOLIK,BELUM KAWIN,CUCU,SMA / SEDERAJAT,Petani,Ayah Dewi,Ibu Dewi,HIDUP,
penduduk-318,kk-61,32010169250318,Indra Lestari,Bogor,2022-05-28,LAKI-LAKI,O,KONGHUCU,KAWIN,KEPALA KELUARGA,S2,Petani,,,HIDUP,
penduduk-319,kk-61,32010169770319,Ahmad Hidayat,Bogor,2011-04-19,PEREMPUAN,B,HINDU,CERAI MATI,MERTUA,BELUM TAMAT SD,Dokter,Ayah Ahmad,Ibu Ahmad,MATI,
penduduk-320,kk-61,32010190960320,Maya Setiawan,Bogor,2016-06-23,PEREMPUAN,A,BUDDHA,CERAI MATI,KEPALA KELUARGA,S2,Pedagang,Ayah Maya,Ibu Maya,MATI,
penduduk-321,kk-62,32010181210321,Gunawan Wijaya,Bogor,2010-01-18,LAKI-LAKI,-,BUDDHA,KAWIN,KEPALA KELUARGA,S3,Tidak Bekerja,,,PINDAH,
penduduk-322,kk-62,32010134070322,Umi Sari,Bogor,1956-02-08,PEREMPUAN,-,KRISTEN,KAWIN,CUCU,D1 / D2 / D3,Buruh,Ayah Umi,Ibu Umi,HIDUP,
penduduk-323,kk-62,32010103360323,Eko Lestari,Bogor,2017-08-04,PEREMPUAN,-,KATOLIK,CERAI HIDUP,ISTRI,D1 / D2 / D3,Dokter,Ayah Eko,Ibu Eko,PINDAH,
penduduk-324,kk-62,32010124590324,Rudi Sari,Bogor,2012-04-01,PEREMPUAN,B,KONGHUCU,CERAI MATI,ANAK,D4 / S1,Karyawan Swasta,Ayah Rudi,Ibu Rudi,HIDUP,
penduduk-325,kk-62,32010152250325,Umi Wulandari,Bogor,1947-11-16,LAKI-LAKI,O,KONGHUCU,CERAI HIDUP,MENANTU,BELUM TAMAT SD,PNS,Ayah Umi,Ibu Umi,PINDAH,
penduduk-326,kk-62,32010181060326,Joko Sari,Bogor,1971-12-19,PEREMPUAN,AB,KRISTEN,CERAI MATI,ORANG TUA,SMA / SEDERAJAT,Tidak Bekerja,Ayah Joko,Ibu Joko,MATI,
penduduk-327,kk-62,32010108930327,Tono Wulandari,Bogor,2016-01-20,LAKI-LAKI,AB,KONGHUCU,KAWIN,ISTRI,SMA / SEDERAJAT,Perawat,Ayah Tono,Ibu Tono,HIDUP,
penduduk-328,kk-63,32010191470328,Kartika Wijaya,Bogor,2003-01-10,LAKI-LAKI,-,BUDDHA,KAWIN,KEPALA KELUARGA,S3,Tidak Bekerja,,,HIDUP,
penduduk-329,kk-63,32010117620329,Maya Wulandari,Bogor,1947-02-01,PEREMPUAN,A,KATOLIK,CERAI HIDUP,SUAMI,SD / SEDERAJAT,Pedagang,Ayah Maya,Ibu Maya,HIDUP,
penduduk-330,kk-63,32010100020330,Kartika Sari,Bogor,1967-02-28,PEREMPUAN,AB,ISLAM,CERAI MATI,ANAK,S2,Dokter,Ayah Kartika,Ibu Kartika,MATI,
penduduk-331,kk-63,32010136040331,Dewi Lestari,Bogor,1957-11-27,LAKI-LAKI,B,KRISTEN,KAWIN,MENANTU,D1 / D2 / D3,Tidak Bekerja,Ayah Dewi,Ibu Dewi,HIDUP,
penduduk-332,kk-64,32010103240332,Tono Rahayu,Bogor,1980-04-09,LAKI-LAKI,-,KRISTEN,KAWIN,KEPALA KELUARGA,SD / SEDERAJAT,Petani,,,HIDUP,
penduduk-333,kk-64,32010137320333,Dewi Sari,Bogor,1977-03-21,PEREMPUAN,A,KONGHUCU,CERAI HIDUP,SUAMI,BELUM TAMAT SD,Karyawan Swasta,Ayah Dewi,Ibu Dewi,HIDUP,
penduduk-334,kk-64,32010171280334,Putri Lestari,Bogor,1961-04-16,LAKI-LAKI,A,KONGHUCU,BELUM KAWIN,SUAMI,BELUM TAMAT SD,Tidak Bekerja,Ayah Putri,Ibu Putri,HIDUP,
penduduk-335,kk-64,32010187490335,Tono Sari,Bogor,2012-03-16,LAKI-LAKI,A,KRISTEN,KAWIN,SUAMI,SMA / SEDERAJAT,PNS,Ayah Tono,Ibu Tono,PINDAH,
penduduk-336,kk-64,32010115610336,Joko Wijaya,Bogor,2019-03-19,PEREMPUAN,AB,HINDU,KAWIN,MENANTU,D1 / D2 / D3,Perawat,Ayah Joko,Ibu Joko,PINDAH,
penduduk-337,kk-64,32010144830337,Putri Saputra,Bogor,2010-07-07,PEREMPUAN,B,KATOLIK,CERAI MATI,CUCU,BELUM TAMAT SD,Perawat,Ayah Putri,Ibu Putri,HIDUP,
penduduk-338,kk-65,32010194690338,Fitri Sari,Bogor,1988-09-18,LAKI-LAKI,AB,ISLAM,KAWIN,KEPALA KELUARGA,BELUM TAMAT SD,Wiraswasta,,,HIDUP,
penduduk-339,kk-65,32010182320339,Umi Indrawati,Bogor,1962-12-04,PEREMPUAN,-,BUDDHA,CERAI HIDUP,ISTRI,S2,Karyawan Swasta,Ayah Umi,Ibu Umi,HIDUP,
penduduk-340,kk-65,32010195880340,Nur Santoso,Bogor,1977-10-11,PEREMPUAN,-,KRISTEN,CERAI MATI,FAMILI LAIN,S2,Karyawan Swasta,Ayah Nur,Ibu Nur,PINDAH,
penduduk-341,kk-65,32010188930341,Rudi Prasetyo,Bogor,1956-08-24,PEREMPUAN,A,KRISTEN,CERAI HIDUP,ORANG TUA,SD / SEDERAJAT,Pedagang,Ayah Rudi,Ibu Rudi,HIDUP,
penduduk-342,kk-65,32010186950342,Gunawan Santoso,Bogor,1975-09-16,PEREMPUAN,B,KONGHUCU,BELUM KAWIN,FAMILI LAIN,D4 / S1,Pelajar/Mahasiswa,Ayah Gunawan,Ibu Gunawan,PINDAH,
penduduk-343,kk-66,32010160190343,Nur Hidayat,Bogor,2017-04-05,LAKI-LAKI,O,KONGHUCU,KAWIN,KEPALA KELUARGA,S2,Petani,,,HIDUP,
penduduk-344,kk-66,32010159920344,Putri Hidayati,Bogor,1950-01-14,PEREMPUAN,B,HINDU,CERAI HIDUP,SUAMI,SD / SEDERAJAT,Guru,Ayah Putri,Ibu Putri,MATI,
penduduk-345,kk-66,32010121040345,Rudi Indrawati,Bogor,2005-06-19,PEREMPUAN,-,HINDU,CERAI HIDUP,ORANG TUA,SD / SEDERAJAT,Guru,Ayah Rudi,Ibu Rudi,HIDUP,
penduduk-346,kk-66,32010192460346,Kartika Hidayati,Bogor,1976-01-10,LAKI-LAKI,AB,HINDU,CERAI HIDUP,FAMILI LAIN,TIDAK / BELUM SEKOLAH,Pelajar/Mahasiswa,Ayah Kartika,Ibu Kartika,HIDUP,
penduduk-347,kk-66,32010199950347,Fitri Sari,Bogor,1974-09-22,PEREMPUAN,A,BUDDHA,CERAI MATI,MENANTU,D4 / S1,Tidak Bekerja,Ayah Fitri,Ibu Fitri,HIDUP,
penduduk-348,kk-67,32010151170348,Putri Wijaya,Bogor,1969-01-22,LAKI-LAKI,B,KRISTEN,KAWIN,KEPALA KELUARGA,BELUM TAMAT SD,Wiraswasta,,,HIDUP,
penduduk-349,kk-67,32010158400349,Omar Saputra,Bogor,1981-07-03,LAKI-LAKI,B,HINDU,KAWIN,FAMILI LAIN,BELUM TAMAT SD,Perawat,Ayah Omar,Ibu Omar,HIDUP,
penduduk-350,kk-67,32010126660350,Umi Hidayati,Bogor,1948-02-26,PEREMPUAN,A,KATOLIK,BELUM KAWIN,CUCU,D1 / D2 / D3,Perawat,Ayah Umi,Ibu Umi,HIDUP,
penduduk-351,kk-67,32010135060351,Budi Kurniawan,Bogor,1986-08-15,LAKI-LAKI,AB,KRISTEN,KAWIN,ORANG TUA,D4 / S1,Petani,Ayah Budi,Ibu Budi,PINDAH,
penduduk-352,kk-67,32010196220352,Omar Sari,Bogor,1960-09-12,LAKI-LAKI,A,KATOLIK,CERAI MATI,MERTUA,TIDAK / BELUM SEKOLAH,PNS,Ayah Omar,Ibu Omar,PINDAH,
penduduk-353,kk-67,32010140650353,Rudi Indrawati,Bogor,1956-09-24,PEREMPUAN,-,ISLAM,CERAI HIDUP,CUCU,S2,Wiraswasta,Ayah Rudi,Ibu Rudi,HIDUP,
penduduk-354,kk-67,32010115720354,Hani Wijaya,Bogor,1966-09-21,PEREMPUAN,B,KONGHUCU,BELUM KAWIN,FAMILI LAIN,SMA / SEDERAJAT,PNS,Ayah Hani,Ibu Hani,HIDUP,
penduduk-355,kk-68,32010129510355,Kartika Saputra,Bogor,1961-11-19,LAKI-LAKI,O,KONGHUCU,KAWIN,KEPALA KELUARGA,SD / SEDERAJAT,Perawat,,,HIDUP,
penduduk-356,kk-68,32010153180356,Umi Indrawati,Bogor,1948-11-17,PEREMPUAN,-,KATOLIK,BELUM KAWIN,SUAMI,SD / SEDERAJAT,Petani,Ayah Umi,Ibu Umi,HIDUP,
penduduk-357,kk-68,32010127160357,Rudi Sari,Bogor,1946-01-19,PEREMPUAN,-,KATOLIK,KAWIN,FAMILI LAIN,S3,Pelajar/Mahasiswa,Ayah Rudi,Ibu Rudi,HIDUP,
penduduk-358,kk-69,32010197710358,Indra Sari,Bogor,2019-10-03,LAKI-LAKI,AB,ISLAM,KAWIN,KEPALA KELUARGA,TIDAK / BELUM SEKOLAH,Buruh,,,HIDUP,
penduduk-359,kk-69,32010196210359,Omar Sari,Bogor,1968-09-04,LAKI-LAKI,O,KRISTEN,KAWIN,ANAK,D4 / S1,Pedagang,Ayah Omar,Ibu Omar,HIDUP,
penduduk-360,kk-69,32010191350360,Gunawan Sari,Bogor,1967-09-13,PEREMPUAN,-,KRISTEN,BELUM KAWIN,ORANG TUA,D1 / D2 / D3,Dokter,Ayah Gunawan,Ibu Gunawan,PINDAH,
penduduk-361,kk-69,32010117140361,Indra Lestari,Bogor,2020-07-07,LAKI-LAKI,AB,KATOLIK,KAWIN,MENANTU,SD / SEDERAJAT,Pelajar/Mahasiswa,Ayah Indra,Ibu Indra,HIDUP,
penduduk-362,kk-69,32010156970362,Putri Sari,Bogor,2003-03-06,PEREMPUAN,A,KONGHUCU,CERAI HIDUP,FAMILI LAIN,SD / SEDERAJAT,Tidak Bekerja,Ayah Putri,Ibu Putri,HIDUP,
penduduk-363,kk-69,32010160470363,Indra Saputra,Bogor,1972-09-25,LAKI-LAKI,AB,HINDU,BELUM KAWIN,SUAMI,S2,Wiraswasta,Ayah Indra,Ibu Indra,HIDUP,
penduduk-364,kk-69,32010124800364,Hani Santoso,Bogor,1987-11-13,PEREMPUAN,O,ISLAM,BELUM KAWIN,MERTUA,SMP / SEDERAJAT,Petani,Ayah Hani,Ibu Hani,HIDUP,
penduduk-365,kk-70,32010163700365,Siti Wijaya,Bogor,1982-12-13,LAKI-LAKI,AB,KRISTEN,KAWIN,KEPALA KELUARGA,D4 / S1,Dokter,,,PINDAH,
penduduk-366,kk-70,32010189450366,Lukman Sari,Bogor,1986-07-14,PEREMPUAN,B,BUDDHA,BELUM KAWIN,FAMILI LAIN,SMA / SEDERAJAT,Pelajar/Mahasiswa,Ayah Lukman,Ibu Lukman,HIDUP,
penduduk-367,kk-70,32010136580367,Eko Indrawati,Bogor,1986-06-09,PEREMPUAN,O,ISLAM,CERAI HIDUP,ANAK,S3,Guru,Ayah Eko,Ibu Eko,HIDUP,
penduduk-368,kk-70,32010153990368,Hani Wulandari,Bogor,1987-04-20,LAKI-LAKI,B,KRISTEN,BELUM KAWIN,MENANTU,D1 / D2 / D3,Tidak Bekerja,Ayah Hani,Ibu Hani,MATI,
penduduk-369,kk-70,32010150870369,Fitri Sari,Bogor,1967-07-21,LAKI-LAKI,A,KATOLIK,KAWIN,ISTRI,SD / SEDERAJAT,Pedagang,Ayah Fitri,Ibu Fitri,HIDUP,
penduduk-370,kk-70,32010157590370,Nur Lestari,Bogor,2005-10-23,LAKI-LAKI,O,BUDDHA,CERAI HIDUP,KEPALA KELUARGA,SMP / SEDERAJAT,Pelajar/Mahasiswa,Ayah Nur,Ibu Nur,PINDAH,
penduduk-371,kk-71,32010188480371,Eko Santoso,Bogor,2009-07-10,LAKI-LAKI,B,KONGHUCU,KAWIN,KEPALA KELUARGA,SMA / SEDERAJAT,Dokter,,,HIDUP,
penduduk-372,kk-71,32010198420372,Sari Santoso,Bogor,1954-05-13,PEREMPUAN,B,KATOLIK,CERAI HIDUP,MENANTU,SMA / SEDERAJAT,Tidak Bekerja,Ayah Sari,Ibu Sari,HIDUP,
